,label,input
1291,led,leaded
1292,legitimate,legitamate
1293,leisure,liesure
1294,length,lenght
1295,level,levle
1296,levitate,levetate
1297,levitated,levetated
1298,levitates,levetates
1299,levitating,levetating
1300,liable,lible
1301,liaison,liason
1302,libel,libell
1303,libel,lible
1304,library,libary
1305,licence,lisence
1306,licence,lisense
1307,license,lisence
1308,license,lisense
1309,licensed,licenced
1310,licensing,licencing
1311,lieutenant,leutenant
1312,life,lief
1313,light_year,lightyear
1314,light_year,lightyears
1315,like,liek
1316,like,liuke
1317,liked,liekd
1318,likelihood,likelyhood
1319,linguistic,libguistic
1320,linguistics,libguistics
1321,liquefy,liquify
1322,literature,litature
1323,literature,literture
1324,little,littel
1325,lively,livley
1326,loneliness,lonelyness
1327,lonely,lonley
1328,lonely,lonly
1329,losing,loosing
1330,lot,alot
1331,love,loev
1332,love,lveo
1333,love,lvoe
1334,lying,lieing
1335,made,maked
1336,magnolia,magolia
1337,maintenance,maintainance
1338,maintenance,maintainence
1339,maintenance,maintance
1340,maintenance,maintenence
1341,majority,marjority
1342,make,amke
1343,make,mkae
1344,make,mkea
1345,makes,makse
1346,makes,mkaes
1347,making,amking
1348,making,mkaing
1349,mammal,mamal
1350,mammalian,mamalian
1351,management,managment
1352,maneuver,manouver
1353,maneuver,manuever
1354,maneuverability,manoeuverability
1355,maneuverability,manouverability
1356,maneuverable,manouverable
1357,maneuvers,manouvers
1358,maneuvers,manuevers
1359,manoeuvrability,manoeuverability
1360,manoeuvrability,manouverability
1361,manoeuvrable,manouverable
1362,manoeuvre,manouver
1363,manoeuvre,manuever
1364,manoeuvres,manouvers
1365,manoeuvres,manuevers
1366,manufacture,manufature
1367,manufactured,manufatured
1368,manufacturing,manufaturing
1369,mare,mear
1370,marked,maked
1371,marketing,marketting
1372,marriage,marrage
1373,marriage,marraige
1374,married,marryied
1375,mass_media,massmedia
1376,mathematician,mathmatician
1377,mathematicians,matheticians
1378,mathematicians,mathmaticians
1379,mathematics,mathamatics
1380,mediaeval,medeival
1381,medicine,medacine
1382,medieval,medeival
1383,member,memeber
1384,mentioned,maintioned
1385,mere,mear
1386,messenger,messanger
1387,metallic,metalic
1388,metallurgic,metalurgic
1389,metallurgical,metalurgical
1390,metallurgy,metalurgy
1391,metamorphosis,metamorphysis
1392,midwives,midwifes
1393,milieu,mileau
1394,milieu,mileu
1395,military,millitary
1396,millennium,milennium
1397,millennium,millenium
1398,millipede,millepede
1399,miniature,minature
1400,ministry,ministery
1401,minuscule,miniscule
1402,miscellaneous,miscelaneous
1403,miscellaneous,miscellanious
1404,miscellaneous,miscellanous
1405,mischievous,mischeivous
1406,mischievous,mischevious
1407,mischievous,mischievious
1408,misdemeanor,misdameanor
1409,misdemeanor,misdemenor
1410,misdemeanors,misdameanors
1411,misdemeanors,misdemenors
1412,misdemeanour,misdameanor
1413,misdemeanour,misdemenor
1414,misdemeanours,misdameanors
1415,misdemeanours,misdemenors
1416,misogynist,mysogynist
1417,misogyny,mysogyny
1418,missel,missle
1419,missile,misile
1420,missile,missle
1421,misspelling,mispelling
1422,mizzen,missen
1423,model,modle
1424,moment,moent
1425,monasteries,monestaries
1426,monastery,monestary
1427,monetary,monestary
1428,money,moeny
1429,monolithic,monolite
1430,more,mroe
1431,more,omre
1432,mortgage,morgage
1433,most_famous,famoust
1434,motivated,motiviated
1435,movie,movei
1436,mucous,mucuous
1437,municipalities,muncipalities
1438,municipality,muncipality
1439,murder,muder
1440,murdering,mudering
1441,muscles,muscels
1442,mussels,muscels
1443,myriad,myraid
1444,myself,mysef
1445,mysterious,misterious
1446,mysterious,misteryous
1447,mysterious,mysterous
1448,mystery,mistery
1449,natural,naturual
1450,naturally,naturaly
1451,naturally,naturely
1452,naturally,naturually
1453,necessarily,neccesarily
1454,necessarily,neccessarily
1455,necessarily,necesarily
1456,necessarily,nessasarily
1457,necessary,neccesary
1458,necessary,neccessary
1459,necessary,necesary
1460,need,ened
1461,negligible,neglible
1462,negligible,negligable
1463,negotiate,negociate
1464,negotiation,negociation
1465,negotiation,negotation
1466,neighbor,neigbour
1467,neighboring,neigbouring
1468,neighbors,neigbours
1469,neighbour,neigbour
1470,neighbouring,neigbouring
1471,neighbours,neigbours
1472,next,enxt
1473,nice,neice
1474,nickel,nickle
1475,niece,neice
1476,nineteenth,ninteenth
1477,ninety,ninty
1478,ninth,nineth
1479,no_one,noone
1480,north,noth
1481,northeastern,northereastern
1482,northern,northen
1483,northern,nothern
1484,not,nto
1485,not,onot
1486,notable,noteable
1487,notably,noteably
1488,note,onot
1489,noticeable,noticable
1490,noticeable,noticible
1491,noticing,noticeing
1492,notoriety,noteriety
1493,nouveau,noveau
1494,nuclear,nucular
1495,nuclear,nuculear
1496,nuisance,nuisanse
1497,nuisance,nusance
1498,nutrient,nutritent
1499,nutrients,nutritents
1500,obedience,obediance
1501,obedient,obediant
1502,obstacle,obstacal
1503,occasion,ocasion
1504,occasion,ocassion
1505,occasion,occassion
1506,occasional,ocasional
1507,occasional,ocassional
1508,occasional,occassional
1509,occasionally,ocasionally
1510,occasionally,ocasionaly
1511,occasionally,ocassionally
1512,occasionally,occassionally
1513,occasionally,occassionaly
1514,occasioned,ocasioned
1515,occasioned,ocassioned
1516,occasioned,occassioned
1517,occasions,ocasions
1518,occasions,ocassions
1519,occasions,occassions
1520,occur,occurr
1521,occur,ocurr
1522,occurred,occured
1523,occurred,ocurred
1524,occurrence,occurance
1525,occurrence,occurence
1526,occurrence,occurrance
1527,occurrence,ocurrance
1528,occurrence,ocurrence
1529,occurrences,occurances
1530,occurrences,occurences
1531,occurrences,occurrances
1532,occurring,occuring
1533,octahedral,octohedral
1534,octahedron,octohedron
1535,official,offical
1536,officially,offically
1537,officially,officaly
1538,officially,officialy
1539,ogling,oging
1540,omission,omision
1541,omission,ommision
1542,omitted,omited
1543,omitted,ommited
1544,omitted,ommitted
1545,omitting,omiting
1546,omitting,ommiting
1547,omitting,ommitting
1548,omnivorous,omniverous
1549,omnivorously,omniverously
1550,one,noone
1551,only,lonly
1552,only,onyl
1553,ophthalmic,opthalmic
1554,ophthalmologist,opthalmologist
1555,ophthalmologist,opthamologist
1556,ophthalmology,opthalmology
1557,opinion,oppinion
1558,opponent,oponent
1559,opportunity,oportunity
1560,opposite,oposite
1561,opposition,oposition
1562,oppression,opression
1563,oppressive,opressive
1564,optimism,optomism
1565,orally,erally
1566,organ,orgin
1567,organism,organim
1568,origin,orgin
1569,original,orginal
1570,original,origional
1571,originally,originaly
1572,originally,originnally
1573,originally,orignally
1574,other,otehr
1575,overshadowed,overshaddowed
1576,overwhelming,overwelming
1577,oxygen,oxigen
1578,oxymoron,oximoron
1579,paid,paide
1580,paid,payed
1581,palace,palce
1582,pamphlet,pamplet
1583,pantomime,pantomine
1584,parakeets,parrakeets
1585,parallel,paralel
1586,parallel,paralell
1587,parallel,parralel
1588,parallel,parrallel
1589,parallel,parrallell
1590,paraphernalia,paraphenalia
1591,parenthesis,paranthesis
1592,parliamentarian,paliamentarian
1593,particular,parituclar
1594,particularly,particularily
1595,passed,pased
1596,pastime,pasttime
1597,pastoral,pastural
1598,patented,pattented
1599,peculiar,peculure
1600,pejorative,perjorative
1601,penalty,penatly
1602,peninsula,penninsula
1603,peninsula,penninsular
1604,peninsula,pennisula
1605,peninsular,penninsular
1606,people,peopel
1607,perceived,percepted
1608,perceived,percieved
1609,performance,performence
1610,performed,performes
1611,performs,performes
1612,perhaps,perhasp
1613,perhaps,perheaps
1614,perhaps,perhpas
1615,perhaps,perphas
1616,peripatetic,peripathetic
1617,perjury,perjery
1618,permanent,permenant
1619,permissible,permissable
1620,permission,premission
1621,perpendicular,perpindicular
1622,persistence,persistance
1623,persistent,persistant
1624,personal,personel
1625,personnel,personel
1626,personnel,personell
1627,personnel,personnell
1628,persuade,pursuade
1629,persuaded,pursuaded
1630,persuades,pursuades
1631,persuading,pususading
1632,perturbation,pertubation
1633,perturbations,pertubations
1634,petition,petetion
1635,phenomena,phenonmena
1636,phenomenal,phenomenonal
1637,phenomenal,phenomenonly
1638,phenomenally,phenomenonly
1639,phenomenon,phenomonenon
1640,pheromone,feromone
1641,phial,fiel
1642,phials,fiels
1643,philosopher,philisopher
1644,philosophical,philisophical
1645,philosophy,philisophy
1646,phonetic,fonetic
1647,phonograph,phongraph
1648,piece,peice
1649,pilgrimage,pilgrimmage
1650,pilgrimages,pilgrimmages
1651,pineapple,pinapple
1652,pineapple,pinnaple
1653,pitch,pich
1654,place,palce
1655,plaintiff,plantiff
1656,planned,planed
1657,playwright,playwrite
1658,playwrights,playwrites
1659,pleasant,plesant
1660,poem,peom
1661,poems,peoms
1662,poetry,peotry
1663,pogrom,progrom
1664,pogroms,progroms
1665,poison,poisin
1666,pollinator,polinator
1667,pollute,polute
1668,polluted,poluted
1669,pollutes,polutes
1670,polluting,poluting
1671,pollution,polution
1672,pomegranate,pomegranite
1673,popularity,popularaty
1674,portrayed,protrayed
1675,position,positon
1676,position,possition
1677,position,postion
1678,positron,positon
1679,possess,posess
1680,possessed,posessed
1681,possesses,posesses
1682,possesses,posseses
1683,possessing,posessing
1684,possessing,possesing
1685,possession,posession
1686,possession,possesion
1687,possibility,possibilty
1688,possible,possable
1689,possibly,possably
1690,power,pwoer
1691,powerful,powerfull
1692,practical,practial
1693,practically,practially
1694,practically,practicaly
1695,practically,practicly
1696,practitioner,practicioner
1697,practitioners,practicioners
1698,prairie,prairy
1699,preamble,preample
1700,precede,preceed
1701,preceded,preceeded
1702,precedes,preceeds
1703,preceding,preceeding
1704,precursor,precurser
1705,predecessor,precedessor
1706,predominately,prominately
1707,preferably,preferrably
1708,preferred,prefered
1709,preferring,prefering
1710,pregnancies,pregancies
1711,premiere,premeire
1712,premiered,premeired
1713,preparation,prepartion
1714,prepare,prepair
1715,prerogative,perogative
1716,presence,presense
1717,presidential,presidental
1718,prestigious,prestigeous
1719,prestigious,prestigous
1720,presumably,presumibly
1721,prevalent,prevelant
1722,previous,previvous
1723,primitive,primative
1724,primitively,primatively
1725,primitives,primatives
1726,primordial,primordal
1727,principal,pricipal
1728,principle,priciple
1729,privilege,privelege
1730,privilege,privelige
1731,privilege,privilage
1732,privilege,priviledge
1733,privilege,privledge
1734,privileged,priveleged
1735,privileged,priveliged
1736,privileges,priveledges
1737,privileges,priveleges
1738,privileges,priveliges
1739,privileges,priviledges
1740,pro_tem,protem
1741,probability,probalibity
1742,probably,probablly
1743,probably,probaly
1744,problem,probelm
1745,procedure,procedger
1746,procedure,proceedure
1747,proceed,procede
1748,proceeded,proceded
1749,proceeding,proceding
1750,proceedings,procedings
1751,process,proccess
1752,processing,proccessing
1753,proclaimed,proclamed
1754,proclaiming,proclaming
1755,proclamation,proclomation
1756,profession,profesion
1757,profession,proffesion
1758,professor,profesor
1759,professor,proffesor
1760,profusion,profesion
1761,program,progrom
1762,programmable,programable
1763,programs,progroms
1764,prohibition,prohabition
1765,prolegomena,prologomena
1766,prolific,profilic
1767,prominence,prominance
1768,prominent,prominant
1769,prominently,prominantly
1770,prominently,prominately
1771,promiscuous,promiscous
1772,pronominal,pronomial
1773,pronunciation,pronounciation
1774,propaganda,propoganda
1775,propagate,propogate
1776,propagates,propogates
1777,propeller,propellor
1778,propellers,propellors
1779,proper,propper
1780,prophecy,prophacy
1781,proportions,propotions
1782,proprietary,propietary
1783,proprietary,proprietory
1784,proselytizing,proseletyzing
1785,protagonist,protaganist
1786,protagonists,protaganists
1787,protein,protem
1788,protuberance,protruberance
1789,provided,provded
1790,pseudonym,pseudonyn
1791,pseudonymous,pseudononymous
1792,psychic,psyhic
1793,psychic,pyscic
1794,psychology,psycology
1795,publicly,publically
1796,pumpkin,pumkin
1797,purpose,perphas
1798,purposely,purposedly
1799,pursue,persue
1800,pursuing,persuing
1801,pursuit,persuit
1802,putting,puting
1803,quantity,quantaty
1804,quantity,quantitiy
1805,quarantine,quarantaine
1806,quickly,quicklyu
1807,quiet,qtuie
1808,quiet,qutie
1809,quite,qtuie
1810,quite,qutie
1811,quizzes,quizes
1812,rabbinical,rabinnical
1813,rarefied,rarified
1814,ratify,radify
1815,real,rela
1816,realised,relized
1817,realized,relized
1818,really,erally
1819,really,raelly
1820,really,realy
1821,really,realyl
1822,really,relaly
1823,recall,reacll
1824,receded,receeded
1825,receding,receeding
1826,receipt,reciept
1827,receive,recieve
1828,received,recieved
1829,receiver,reciever
1830,receivers,recievers
1831,receives,recieves
1832,receiving,recieving
1833,recipient,recepient
1834,recipient,recipiant
1835,recipients,recepients
1836,recipients,recipiants
1837,recognize,recogize
1838,recommend,reccomend
1839,recommend,reccommend
1840,recommend,recomend
1841,recommended,reccomended
1842,recommended,reccommended
1843,recommended,recomended
1844,recommending,reccomending
1845,recommending,reccommending
1846,recommending,recomending
1847,recommends,recomends
1848,reconciliation,reconcilation
1849,reconnaissance,reconaissance
1850,reconnaissance,reconnaissence
1851,record,recrod
1852,recreational,recrational
1853,recurring,reccuring
1854,reevaluated,revaluated
1855,reference,referrence
1856,reference,refference
1857,referral,referal
1858,referred,refered
1859,referred,reffered
1860,referring,refering
1861,refers,referrs
1862,refrigerator,refridgerator
1863,refusal,refusla
1864,regardless,irregardless
1865,regular,regluar
1866,regularly,reguarly
1867,regularly,regularily
1868,rehearsal,rehersal
1869,relationship,relatiopnship
1870,relatively,relativly
1871,relevance,relevence
1872,relevant,relevent
